InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
501797,P007,Portable SSD,2,2023-08-18,99.99,10234,Belgium,199.98
501798,P003,USB-C Cable,1,2023-12-06,9.99,10148,Italy,9.99
501799,P008,Bluetooth Speaker,4,2023-09-29,39.99,10133,Belgium,159.96
501800,P003,USB-C Cable,1,2023-04-14,9.99,10032,United Kingdom,9.99
501801,P006,Noise Cancelling Headphones,4,2023-07-05,129.99,10041,Germany,519.96
501802,P007,Portable SSD,4,2023-10-10,99.99,10225,Spain,399.96
501803,P008,Bluetooth Speaker,5,2023-06-19,39.99,10016,Italy,199.95000000000002
501804,P002,Mechanical Keyboard,3,2023-06-24,79.99,10211,Belgium,239.96999999999997
501805,P005,Webcam,1,2023-06-11,49.99,10432,France,49.99
501806,P005,Webcam,5,2023-05-14,49.99,10436,Netherlands,249.95000000000002
501807,P001,Wireless Mouse,5,2023-06-02,15.99,10432,Switzerland,79.95
501808,P008,Bluetooth Speaker,1,2023-02-24,39.99,10288,Spain,39.99
501809,P003,USB-C Cable,2,2023-01-07,9.99,10274,Switzerland,19.98
501810,P008,Bluetooth Speaker,4,2023-11-09,39.99,10134,Italy,159.96
501811,P005,Webcam,4,2023-01-16,49.99,10080,France,199.96
501812,P007,Portable SSD,3,2023-05-15,99.99,10155,Italy,299.96999999999997
501813,P008,Bluetooth Speaker,4,2023-04-21,39.99,10364,France,159.96
501814,P007,Portable SSD,3,2023-06-09,99.99,10004,Switzerland,299.96999999999997
501815,P001,Wireless Mouse,3,2023-09-21,15.99,10081,Germany,47.97
501816,P004,Laptop Stand,1,2023-08-05,29.99,10291,Italy,29.99
501817,P008,Bluetooth Speaker,5,2023-08-02,39.99,10113,Spain,199.95000000000002
501818,P006,Noise Cancelling Headphones,3,2023-05-12,129.99,10028,Spain,389.97
501819,P005,Webcam,3,2023-06-06,49.99,10073,Italy,149.97
501820,P005,Webcam,2,2023-08-14,49.99,10406,Switzerland,99.98
501821,P003,USB-C Cable,4,2023-07-24,9.99,10036,Germany,39.96
501822,P002,Mechanical Keyboard,4,2023-08-06,79.99,10115,Switzerland,319.96
501823,P005,Webcam,4,2023-03-31,49.99,10251,United Kingdom,199.96
501824,P007,Portable SSD,1,2023-04-29,99.99,10209,Belgium,99.99
501825,P003,USB-C Cable,5,2023-11-08,9.99,10266,Belgium,49.95
501826,P003,USB-C Cable,4,2023-11-27,9.99,10392,Netherlands,39.96
501827,P008,Bluetooth Speaker,4,2023-10-05,39.99,10216,Spain,159.96
501828,P008,Bluetooth Speaker,1,2023-01-17,39.99,10184,France,39.99
501829,P001,Wireless Mouse,3,2023-03-31,15.99,10288,Italy,47.97
501830,P008,Bluetooth Speaker,4,2023-07-18,39.99,10395,France,159.96
501831,P005,Webcam,2,2023-01-26,49.99,10025,Belgium,99.98
501832,P004,Laptop Stand,1,2023-10-28,29.99,10334,Netherlands,29.99
501833,P001,Wireless Mouse,3,2023-09-24,15.99,10253,Germany,47.97
501834,P001,Wireless Mouse,5,2023-06-30,15.99,10253,France,79.95
501835,P004,Laptop Stand,4,2023-12-17,29.99,10128,Spain,119.96
501836,P008,Bluetooth Speaker,4,2023-11-17,39.99,10047,Germany,159.96
501837,P002,Mechanical Keyboard,1,2023-06-24,79.99,10067,Switzerland,79.99
501838,P008,Bluetooth Speaker,4,2023-04-12,39.99,10179,Belgium,159.96
501839,P003,USB-C Cable,4,2023-02-26,9.99,10263,Netherlands,39.96
501840,P001,Wireless Mouse,1,2023-06-23,15.99,10319,United Kingdom,15.99
501841,P002,Mechanical Keyboard,2,2023-10-09,79.99,10206,Italy,159.98
501842,P001,Wireless Mouse,1,2023-01-05,15.99,10256,Germany,15.99
501843,P001,Wireless Mouse,4,2023-11-04,15.99,10301,Spain,63.96
501844,P008,Bluetooth Speaker,1,2023-09-05,39.99,10396,Netherlands,39.99
501845,P002,Mechanical Keyboard,1,2023-08-14,79.99,10220,Netherlands,79.99
501846,P001,Wireless Mouse,5,2023-05-02,15.99,10302,Switzerland,79.95
501847,P008,Bluetooth Speaker,5,2023-02-15,39.99,10140,Spain,199.95000000000002
501848,P007,Portable SSD,5,2023-10-21,99.99,10406,Spain,499.95
501849,P002,Mechanical Keyboard,2,2023-03-19,79.99,10111,Germany,159.98
501850,P005,Webcam,2,2023-10-29,49.99,10147,Spain,99.98
501851,P007,Portable SSD,5,2023-08-11,99.99,10139,Italy,499.95
501852,P003,USB-C Cable,3,2023-01-06,9.99,10250,Spain,29.97
501853,P005,Webcam,5,2023-01-08,49.99,10251,Germany,249.95000000000002
501854,P007,Portable SSD,4,2023-08-23,99.99,10123,Switzerland,399.96
501855,P004,Laptop Stand,4,2023-06-10,29.99,10339,Switzerland,119.96
501856,P007,Portable SSD,1,2023-08-28,99.99,10444,Netherlands,99.99
501857,P007,Portable SSD,3,2023-11-29,99.99,10039,Belgium,299.96999999999997
501858,P004,Laptop Stand,2,2023-01-11,29.99,10011,Switzerland,59.98
501859,P004,Laptop Stand,4,2023-03-11,29.99,10403,Belgium,119.96
501860,P004,Laptop Stand,1,2023-09-29,29.99,10255,Netherlands,29.99
501861,P006,Noise Cancelling Headphones,4,2023-12-21,129.99,10020,Belgium,519.96
501862,P001,Wireless Mouse,4,2023-02-17,15.99,10325,Italy,63.96
501863,P003,USB-C Cable,3,2023-03-31,9.99,10281,France,29.97
501864,P006,Noise Cancelling Headphones,1,2023-11-28,129.99,10269,Belgium,129.99
501865,P003,USB-C Cable,3,2023-12-23,9.99,10229,Belgium,29.97
501866,P008,Bluetooth Speaker,1,2023-10-01,39.99,10101,Germany,39.99
501867,P001,Wireless Mouse,3,2023-11-07,15.99,10133,France,47.97
501868,P004,Laptop Stand,2,2023-06-03,29.99,10064,Netherlands,59.98
501869,P008,Bluetooth Speaker,4,2023-04-18,39.99,10336,Spain,159.96
501870,P007,Portable SSD,3,2023-10-12,99.99,10297,Italy,299.96999999999997
501871,P004,Laptop Stand,3,2023-05-05,29.99,10383,United Kingdom,89.97
501872,P007,Portable SSD,2,2023-09-30,99.99,10455,France,199.98
501873,P002,Mechanical Keyboard,3,2023-10-26,79.99,10482,Germany,239.96999999999997
501874,P002,Mechanical Keyboard,5,2023-12-02,79.99,10394,France,399.95
501875,P007,Portable SSD,2,2023-09-04,99.99,10002,Spain,199.98
501876,P003,USB-C Cable,5,2023-12-28,9.99,10252,Belgium,49.95
501877,P002,Mechanical Keyboard,4,2023-04-04,79.99,10120,Switzerland,319.96
501878,P008,Bluetooth Speaker,1,2023-02-08,39.99,10009,Spain,39.99
501879,P005,Webcam,1,2023-07-06,49.99,10041,Spain,49.99
501880,P006,Noise Cancelling Headphones,4,2023-03-29,129.99,10435,France,519.96
501881,P004,Laptop Stand,2,2023-12-08,29.99,10126,Italy,59.98
501882,P007,Portable SSD,5,2023-03-27,99.99,10055,United Kingdom,499.95
501883,P001,Wireless Mouse,4,2023-05-17,15.99,10002,Netherlands,63.96
501884,P007,Portable SSD,5,2023-03-15,99.99,10314,Spain,499.95
501885,P006,Noise Cancelling Headphones,4,2023-04-11,129.99,10031,United Kingdom,519.96
501886,P001,Wireless Mouse,4,2023-06-05,15.99,10143,Switzerland,63.96
501887,P008,Bluetooth Speaker,2,2023-09-12,39.99,10333,Italy,79.98
501888,P006,Noise Cancelling Headphones,3,2023-08-04,129.99,10284,Germany,389.97
501889,P004,Laptop Stand,2,2023-09-09,29.99,10033,Germany,59.98
501890,P002,Mechanical Keyboard,2,2023-02-24,79.99,10098,Germany,159.98
501891,P003,USB-C Cable,3,2023-10-05,9.99,10156,Switzerland,29.97
501892,P006,Noise Cancelling Headphones,5,2023-06-04,129.99,10061,Belgium,649.95
501893,P002,Mechanical Keyboard,1,2023-12-15,79.99,10058,Germany,79.99
501894,P002,Mechanical Keyboard,3,2023-12-30,79.99,10159,Italy,239.96999999999997
501895,P006,Noise Cancelling Headphones,5,2023-06-22,129.99,10280,Netherlands,649.95
501896,P003,USB-C Cable,2,2023-08-16,9.99,10296,France,19.98
501897,P002,Mechanical Keyboard,1,2023-09-05,79.99,10413,Belgium,79.99
501898,P002,Mechanical Keyboard,3,2023-02-03,79.99,10414,Netherlands,239.96999999999997
501899,P002,Mechanical Keyboard,3,2023-05-09,79.99,10208,France,239.96999999999997
501900,P003,USB-C Cable,1,2023-04-03,9.99,10436,Italy,9.99
501901,P008,Bluetooth Speaker,1,2023-11-19,39.99,10496,Belgium,39.99
501902,P003,USB-C Cable,4,2023-04-27,9.99,10082,United Kingdom,39.96
501903,P008,Bluetooth Speaker,3,2023-04-09,39.99,10482,France,119.97
501904,P006,Noise Cancelling Headphones,1,2023-12-25,129.99,10030,Belgium,129.99
501905,P004,Laptop Stand,3,2023-12-12,29.99,10443,Spain,89.97
501906,P007,Portable SSD,1,2023-10-01,99.99,10339,Italy,99.99
501907,P006,Noise Cancelling Headphones,5,2023-04-26,129.99,10137,Switzerland,649.95
501908,P008,Bluetooth Speaker,5,2023-06-30,39.99,10437,United Kingdom,199.95000000000002
501909,P001,Wireless Mouse,3,2023-03-23,15.99,10061,United Kingdom,47.97
501910,P005,Webcam,4,2023-04-24,49.99,10012,Italy,199.96
501911,P004,Laptop Stand,1,2023-02-27,29.99,10122,Italy,29.99
501912,P003,USB-C Cable,2,2023-12-31,9.99,10300,Netherlands,19.98
501913,P003,USB-C Cable,4,2023-04-26,9.99,10183,Italy,39.96
501914,P002,Mechanical Keyboard,2,2023-11-11,79.99,10412,Netherlands,159.98
501915,P005,Webcam,3,2023-02-10,49.99,10460,Germany,149.97
501916,P005,Webcam,1,2023-07-12,49.99,10270,Germany,49.99
501917,P004,Laptop Stand,1,2023-10-05,29.99,10338,United Kingdom,29.99
501918,P007,Portable SSD,2,2023-08-25,99.99,10333,Spain,199.98
501919,P008,Bluetooth Speaker,1,2023-08-09,39.99,10267,Switzerland,39.99
501920,P006,Noise Cancelling Headphones,4,2023-07-16,129.99,10259,Belgium,519.96
501921,P006,Noise Cancelling Headphones,3,2023-11-08,129.99,10179,France,389.97
501922,P005,Webcam,3,2023-05-29,49.99,10373,Germany,149.97
501923,P004,Laptop Stand,3,2023-03-17,29.99,10443,Germany,89.97
501924,P001,Wireless Mouse,2,2023-04-19,15.99,10011,Switzerland,31.98
501925,P007,Portable SSD,4,2023-07-18,99.99,10373,United Kingdom,399.96
501926,P006,Noise Cancelling Headphones,2,2023-02-09,129.99,10146,Italy,259.98
501927,P006,Noise Cancelling Headphones,5,2023-05-12,129.99,10195,Switzerland,649.95
501928,P008,Bluetooth Speaker,2,2023-03-25,39.99,10490,Germany,79.98
501929,P001,Wireless Mouse,2,2023-04-26,15.99,10038,United Kingdom,31.98
501930,P008,Bluetooth Speaker,5,2023-08-09,39.99,10046,France,199.95000000000002
501931,P001,Wireless Mouse,1,2023-05-27,15.99,10027,Switzerland,15.99
501932,P006,Noise Cancelling Headphones,4,2023-11-20,129.99,10118,United Kingdom,519.96
501933,P002,Mechanical Keyboard,2,2023-09-28,79.99,10392,Italy,159.98
501934,P004,Laptop Stand,3,2023-07-14,29.99,10114,Netherlands,89.97
501935,P006,Noise Cancelling Headphones,3,2023-02-09,129.99,10132,Netherlands,389.97
501936,P005,Webcam,5,2023-06-13,49.99,10428,United Kingdom,249.95000000000002
501937,P005,Webcam,2,2023-01-24,49.99,10348,Spain,99.98
501938,P006,Noise Cancelling Headphones,2,2023-01-04,129.99,10111,Italy,259.98
501939,P004,Laptop Stand,3,2023-10-17,29.99,10460,Netherlands,89.97
501940,P005,Webcam,1,2023-06-30,49.99,10133,Netherlands,49.99
501941,P001,Wireless Mouse,4,2023-10-06,15.99,10053,United Kingdom,63.96
501942,P003,USB-C Cable,5,2023-03-10,9.99,10036,United Kingdom,49.95
501943,P004,Laptop Stand,5,2023-11-14,29.99,10210,France,149.95
501944,P004,Laptop Stand,1,2023-11-09,29.99,10277,France,29.99
501945,P008,Bluetooth Speaker,5,2023-09-06,39.99,10031,Belgium,199.95000000000002
501946,P007,Portable SSD,4,2023-02-23,99.99,10117,Germany,399.96
501947,P006,Noise Cancelling Headphones,5,2023-11-09,129.99,10050,Switzerland,649.95
501948,P002,Mechanical Keyboard,2,2023-06-17,79.99,10298,Belgium,159.98
501949,P004,Laptop Stand,5,2023-11-13,29.99,10427,United Kingdom,149.95
501950,P001,Wireless Mouse,4,2023-01-03,15.99,10409,Belgium,63.96
501951,P001,Wireless Mouse,3,2023-12-08,15.99,10349,France,47.97
501952,P003,USB-C Cable,4,2023-11-28,9.99,10205,United Kingdom,39.96
501953,P001,Wireless Mouse,3,2023-08-27,15.99,10096,United Kingdom,47.97
501954,P005,Webcam,1,2023-12-09,49.99,10161,France,49.99
501955,P005,Webcam,2,2023-11-02,49.99,10202,Spain,99.98
501956,P007,Portable SSD,5,2023-01-25,99.99,10133,Italy,499.95
501957,P006,Noise Cancelling Headphones,3,2023-07-25,129.99,10242,Germany,389.97
501958,P005,Webcam,1,2023-02-16,49.99,10107,Switzerland,49.99
501959,P008,Bluetooth Speaker,4,2023-02-08,39.99,10332,Germany,159.96
501960,P004,Laptop Stand,5,2023-11-06,29.99,10355,Germany,149.95
501961,P005,Webcam,5,2023-08-29,49.99,10213,Netherlands,249.95000000000002
501962,P008,Bluetooth Speaker,3,2023-10-14,39.99,10433,Netherlands,119.97
501963,P003,USB-C Cable,2,2023-07-21,9.99,10035,United Kingdom,19.98
501964,P006,Noise Cancelling Headphones,3,2023-06-11,129.99,10069,Spain,389.97
501965,P008,Bluetooth Speaker,1,2023-05-19,39.99,10294,Germany,39.99
501966,P002,Mechanical Keyboard,2,2023-08-02,79.99,10445,Spain,159.98
501967,P004,Laptop Stand,1,2023-09-30,29.99,10132,Spain,29.99
501968,P003,USB-C Cable,4,2023-02-17,9.99,10221,Spain,39.96
501969,P007,Portable SSD,4,2023-04-21,99.99,10384,Switzerland,399.96
501970,P003,USB-C Cable,1,2023-05-03,9.99,10342,Switzerland,9.99
501971,P007,Portable SSD,5,2023-12-23,99.99,10345,Netherlands,499.95
501972,P002,Mechanical Keyboard,1,2023-11-17,79.99,10289,Netherlands,79.99
501973,P001,Wireless Mouse,1,2023-02-20,15.99,10420,Netherlands,15.99
501974,P007,Portable SSD,4,2023-03-22,99.99,10165,France,399.96
501975,P001,Wireless Mouse,1,2023-03-29,15.99,10174,Spain,15.99
501976,P003,USB-C Cable,2,2023-04-14,9.99,10110,Netherlands,19.98
501977,P005,Webcam,3,2023-07-17,49.99,10111,Germany,149.97
501978,P004,Laptop Stand,1,2023-06-16,29.99,10330,Italy,29.99
501979,P007,Portable SSD,5,2023-05-06,99.99,10172,Spain,499.95
501980,P006,Noise Cancelling Headphones,1,2023-03-22,129.99,10285,United Kingdom,129.99
501981,P001,Wireless Mouse,2,2023-09-08,15.99,10184,Spain,31.98
501982,P003,USB-C Cable,1,2023-03-14,9.99,10443,Switzerland,9.99
501983,P008,Bluetooth Speaker,5,2023-03-11,39.99,10141,Netherlands,199.95000000000002
501984,P001,Wireless Mouse,4,2023-11-04,15.99,10366,Switzerland,63.96
501985,P007,Portable SSD,5,2023-01-03,99.99,10044,Spain,499.95
501986,P003,USB-C Cable,1,2023-03-04,9.99,10428,United Kingdom,9.99
501987,P007,Portable SSD,1,2023-03-17,99.99,10410,Netherlands,99.99
501988,P005,Webcam,5,2023-07-02,49.99,10356,Belgium,249.95000000000002
501989,P005,Webcam,1,2023-12-03,49.99,10263,Spain,49.99
501990,P004,Laptop Stand,3,2023-09-28,29.99,10452,Belgium,89.97
501991,P003,USB-C Cable,4,2023-02-01,9.99,10094,Switzerland,39.96
501992,P003,USB-C Cable,4,2023-12-05,9.99,10246,Germany,39.96
501993,P007,Portable SSD,3,2023-03-19,99.99,10145,Germany,299.96999999999997
501994,P002,Mechanical Keyboard,2,2023-10-16,79.99,10135,Germany,159.98
501995,P008,Bluetooth Speaker,2,2023-07-08,39.99,10197,Netherlands,79.98
501996,P004,Laptop Stand,4,2023-08-04,29.99,10369,Spain,119.96
501997,P002,Mechanical Keyboard,3,2023-12-05,79.99,10427,France,239.96999999999997
501998,P002,Mechanical Keyboard,1,2023-06-17,79.99,10399,Switzerland,79.99
501999,P002,Mechanical Keyboard,3,2023-07-12,79.99,10390,Belgium,239.96999999999997
502000,P005,Webcam,5,2023-10-10,49.99,10144,France,249.95000000000002
502001,P005,Webcam,5,2023-08-28,49.99,10376,Germany,249.95000000000002
502002,P006,Noise Cancelling Headphones,3,2023-05-27,129.99,10373,United Kingdom,389.97
502003,P008,Bluetooth Speaker,4,2023-03-21,39.99,10477,Germany,159.96
502004,P005,Webcam,3,2023-02-12,49.99,10271,Switzerland,149.97
502005,P007,Portable SSD,2,2023-03-30,99.99,10176,Spain,199.98
502006,P002,Mechanical Keyboard,4,2023-04-05,79.99,10152,Italy,319.96
502007,P007,Portable SSD,4,2023-05-31,99.99,10051,Spain,399.96
502008,P001,Wireless Mouse,2,2023-01-22,15.99,10460,Switzerland,31.98
502009,P005,Webcam,3,2023-11-09,49.99,10256,Spain,149.97
502010,P006,Noise Cancelling Headphones,5,2023-11-24,129.99,10175,Belgium,649.95
502011,P006,Noise Cancelling Headphones,3,2023-04-24,129.99,10378,Belgium,389.97
502012,P002,Mechanical Keyboard,3,2023-06-28,79.99,10174,Germany,239.96999999999997
502013,P006,Noise Cancelling Headphones,2,2023-11-24,129.99,10105,Switzerland,259.98
502014,P001,Wireless Mouse,4,2023-04-23,15.99,10405,United Kingdom,63.96
502015,P004,Laptop Stand,4,2023-05-06,29.99,10080,Switzerland,119.96
502016,P007,Portable SSD,5,2023-11-27,99.99,10218,Germany,499.95
502017,P007,Portable SSD,5,2023-10-10,99.99,10309,France,499.95
502018,P001,Wireless Mouse,4,2023-04-07,15.99,10060,Belgium,63.96
502019,P005,Webcam,5,2023-02-26,49.99,10092,United Kingdom,249.95000000000002
502020,P004,Laptop Stand,4,2023-11-30,29.99,10142,Germany,119.96
502021,P001,Wireless Mouse,5,2023-04-28,15.99,10237,Switzerland,79.95
502022,P006,Noise Cancelling Headphones,3,2023-02-02,129.99,10220,United Kingdom,389.97
502023,P002,Mechanical Keyboard,2,2023-01-19,79.99,10129,Spain,159.98
502024,P007,Portable SSD,5,2023-02-16,99.99,10472,Switzerland,499.95
502025,P007,Portable SSD,4,2023-10-16,99.99,10407,United Kingdom,399.96
502026,P005,Webcam,5,2023-03-25,49.99,10206,United Kingdom,249.95000000000002
502027,P004,Laptop Stand,3,2023-05-08,29.99,10088,Belgium,89.97
502028,P005,Webcam,5,2023-09-05,49.99,10423,Netherlands,249.95000000000002
502029,P006,Noise Cancelling Headphones,4,2023-01-29,129.99,10318,United Kingdom,519.96
502030,P003,USB-C Cable,2,2023-11-15,9.99,10123,United Kingdom,19.98
502031,P001,Wireless Mouse,2,2023-12-27,15.99,10086,United Kingdom,31.98
502032,P004,Laptop Stand,1,2023-08-06,29.99,10419,Spain,29.99
502033,P001,Wireless Mouse,5,2023-07-21,15.99,10079,France,79.95
502034,P002,Mechanical Keyboard,1,2023-11-18,79.99,10149,Germany,79.99
502035,P002,Mechanical Keyboard,2,2023-11-21,79.99,10471,Italy,159.98
502036,P008,Bluetooth Speaker,4,2023-11-14,39.99,10135,Belgium,159.96
502037,P005,Webcam,1,2023-03-23,49.99,10305,Netherlands,49.99
502038,P007,Portable SSD,2,2023-08-07,99.99,10044,Spain,199.98
502039,P004,Laptop Stand,1,2023-07-23,29.99,10273,Italy,29.99
502040,P002,Mechanical Keyboard,3,2023-09-23,79.99,10323,Netherlands,239.96999999999997
502041,P002,Mechanical Keyboard,2,2023-12-11,79.99,10346,Switzerland,159.98
502042,P001,Wireless Mouse,3,2023-07-27,15.99,10359,Germany,47.97
502043,P004,Laptop Stand,2,2023-05-04,29.99,10429,Belgium,59.98
502044,P005,Webcam,2,2023-06-15,49.99,10078,Netherlands,99.98
502045,P002,Mechanical Keyboard,2,2023-10-22,79.99,10013,Belgium,159.98
502046,P008,Bluetooth Speaker,3,2023-06-06,39.99,10268,Belgium,119.97
502047,P003,USB-C Cable,4,2023-02-10,9.99,10489,Germany,39.96
502048,P002,Mechanical Keyboard,4,2023-04-18,79.99,10276,France,319.96
502049,P007,Portable SSD,3,2023-03-25,99.99,10091,France,299.96999999999997
502050,P007,Portable SSD,3,2023-11-18,99.99,10420,Italy,299.96999999999997
502051,P003,USB-C Cable,5,2023-10-17,9.99,10170,Germany,49.95
502052,P001,Wireless Mouse,3,2023-05-14,15.99,10483,Italy,47.97
502053,P002,Mechanical Keyboard,3,2023-09-23,79.99,10410,Germany,239.96999999999997
502054,P007,Portable SSD,1,2023-12-18,99.99,10044,United Kingdom,99.99
502055,P006,Noise Cancelling Headphones,1,2023-04-10,129.99,10194,Switzerland,129.99
502056,P002,Mechanical Keyboard,3,2023-09-15,79.99,10453,Switzerland,239.96999999999997
502057,P005,Webcam,5,2023-03-06,49.99,10023,Spain,249.95000000000002
502058,P004,Laptop Stand,3,2023-06-03,29.99,10366,Netherlands,89.97
502059,P002,Mechanical Keyboard,1,2023-09-23,79.99,10281,Netherlands,79.99
502060,P004,Laptop Stand,5,2023-03-20,29.99,10070,France,149.95
502061,P006,Noise Cancelling Headphones,3,2023-05-30,129.99,10237,Germany,389.97
502062,P007,Portable SSD,3,2023-02-17,99.99,10404,Italy,299.96999999999997
502063,P006,Noise Cancelling Headphones,5,2023-09-05,129.99,10145,France,649.95
502064,P002,Mechanical Keyboard,4,2023-04-08,79.99,10084,Italy,319.96
502065,P007,Portable SSD,1,2023-10-11,99.99,10209,Switzerland,99.99
502066,P002,Mechanical Keyboard,1,2023-10-28,79.99,10053,Switzerland,79.99
502067,P007,Portable SSD,4,2023-01-07,99.99,10029,France,399.96
502068,P007,Portable SSD,1,2023-05-17,99.99,10156,Switzerland,99.99
502069,P005,Webcam,4,2023-03-24,49.99,10344,Italy,199.96
502070,P001,Wireless Mouse,1,2023-05-18,15.99,10239,Germany,15.99
502071,P006,Noise Cancelling Headphones,4,2023-03-14,129.99,10311,Spain,519.96
502072,P005,Webcam,5,2023-02-15,49.99,10326,United Kingdom,249.95000000000002
502073,P006,Noise Cancelling Headphones,2,2023-10-15,129.99,10187,Switzerland,259.98
502074,P001,Wireless Mouse,1,2023-11-26,15.99,10174,France,15.99
502075,P008,Bluetooth Speaker,2,2023-10-10,39.99,10238,United Kingdom,79.98
502076,P003,USB-C Cable,2,2023-09-01,9.99,10451,Belgium,19.98
502077,P004,Laptop Stand,3,2023-12-07,29.99,10241,Belgium,89.97
502078,P008,Bluetooth Speaker,1,2023-09-28,39.99,10027,France,39.99
502079,P005,Webcam,4,2023-04-03,49.99,10496,France,199.96
502080,P006,Noise Cancelling Headphones,3,2023-03-14,129.99,10357,Spain,389.97
502081,P007,Portable SSD,3,2023-09-05,99.99,10463,Switzerland,299.96999999999997
502082,P004,Laptop Stand,4,2023-09-30,29.99,10062,Germany,119.96
502083,P004,Laptop Stand,3,2023-02-10,29.99,10074,Belgium,89.97
502084,P002,Mechanical Keyboard,2,2023-07-31,79.99,10236,United Kingdom,159.98
502085,P003,USB-C Cable,5,2023-06-17,9.99,10264,Switzerland,49.95
502086,P007,Portable SSD,1,2023-09-02,99.99,10427,Belgium,99.99
502087,P001,Wireless Mouse,4,2023-02-16,15.99,10459,Germany,63.96
502088,P007,Portable SSD,1,2023-03-10,99.99,10255,Switzerland,99.99
502089,P005,Webcam,3,2023-10-17,49.99,10255,Netherlands,149.97
502090,P006,Noise Cancelling Headphones,3,2023-03-02,129.99,10176,France,389.97
502091,P001,Wireless Mouse,2,2023-11-14,15.99,10378,Belgium,31.98
502092,P008,Bluetooth Speaker,2,2023-06-10,39.99,10440,France,79.98
502093,P002,Mechanical Keyboard,3,2023-01-16,79.99,10240,France,239.96999999999997
502094,P003,USB-C Cable,2,2023-04-04,9.99,10191,Belgium,19.98
502095,P004,Laptop Stand,2,2023-12-04,29.99,10050,Italy,59.98
